200,IN 200.09 IBR,Ibrahim Komoo,Conservation geology: protecting hidden treasures of Malaysia: ASM inaugural lectures 2003/ by Ibrahim Komoo,LESTARI:Bangi,ILLUSTRATION,23,51,geology-Malaysia|Conservation of natural resources-Malaysia,2003,,y,,,,983-9444-51-4,3
1,01.30 FOU,,The foundations of cognitive science/ ed by Joao Branquinho.,Clarendon Press: Oxford,,23,235,Cognitive science,2001,,y,Branquinho; Joao ,,The Foundations of Cognitive Science is a set of thirteen new essays on key topics in this lively interdisciplinary field; by a stellar international line-up of authors. Philosophers; psychologists; and neurologists here come together to investigate such fascinating subjects as consciousness; vision; rationally; artificial life; the neural basis of  language; cognition; and emotion; and the relations between mind and world; for instance our respresentation of numbers and space. Anyone interested in the exploration of the human mind will enjoy this book.,0-19-823889-4,1
1,01.31 AND,Anderson; David R.,An introduction to management science: quantitative approaches to decision making? By David R. Anderson; Dennis J. Sweeney and Thomas A. Williams.,South-Western College Pub.: Cincinnati,ILLUSTRATION,26,848,Management science,2000,9,y,,Sweeney; Dennis J. |Williams; Thomas A. ,This book remains applications oriented and continues to use the problem-scenario approach to demonstrate not only how the management science procedure works but also how it can contribute to the decision-making process. The purpose of this best-selling text continues to be provide students with a sound conceptual understanding of the role that management science plays in the decision-making process.,0-324-00321-8,1
1,01.32 THU,Thurow; Lester C.,Building wealth: the new rules for individuals; companies; and nations in a knowledge-based economy/ by Lester C. Thurow.,Harper Collins Pub.: New York,,24,301,Saving an investment-United States|Knowledge management-United States|Ability-United States,1999,,y,,,,0-88730-951-8,1
23,23.04 BIO,,Biodeversity/ ed by E.O. Wilson.,National Academy Press: Washington; D.C.,,23,521,Biological diversity conservation-Congresses|Biological diversity-Congresses,1988,3,y,Wilson; E.O. ,,,0-309-03739-5,1
1,01.33 INT,,Interactions of the major biogeochemical cycles: global change and human impacts/ ed by Jerry M. Melillo; christopher B. Field and Bedrich Moldan.,Island Press: Washington,,23,349,Human ecology-Congresses|Nature-Effect of human beings on -Congresses|Biogeochemical cycles-Congresses,2003,,y,Melillo; Jerry M. |Field; Christopher B.|Moldan; |Bedrich,,,1-55963-066-3,1
26,26.04 ALL,Allen; Gene,Collaborative R & D: manufacturing's new tool/ by gene Allen and Rick Jarman.,John Wiley & Sons; Inc: New York,,24,336,Research; Industrial|Research and development partnership,1999,,y,,Jarman; Rick ,The ability to collaborate; particularly in new manufacturing technology development; is becoming a corporate competence that will determine which companies survice in the next decade. With the advent of the telecommunications and information infrastructure realized in the 1990s; companies that can effectively collaborate to get new technologies applied will stand a greater chance of applied will stand a greater chance of remaining competitive in today's market.,0-471-31994-5,1
222,222.03 ASE,,ASEAN into the next millennium: Asean vision 2020 Hanoi plan of action,ASEAN Secretariat: Jakarta,,22,41,Association of Southeast Asian Nations (organisation)|ASEAN-Plan of Action,1999,,y,,ASEAN,,979-8080-54-8,1
1,01.34 NOR,Norsaidatul Akmar Mazelan,Corporate management styles: case study of Malaysian companies/ by Norsaidatul Akamr Mazelan.,Pelanduk: Subang Jaya,ILLUSTRATION,23,373,Industrial management-Malaysia-Case studies,2000,,y,,,Malaysian firms are fast evolving into deversified coeporations as a result of rapid development in the manufacturing sector. In the process; these corporations are facing myriad strategic problems which are linked to the role of the corporate centre in managing its subsidiaries.,967-978-659-7,1
1,01.35 REV,,Revolusi mental/ disusun oleh Senu Abdul Rahman… et al.,Utusan Pub. & Dis. Sdn Bhd.:Kuala Lumpur,,21,401,Malays-Social conditions-Malaysia|Scial change-Malaysia|Social values-Malaysia,2002,,y,Senu Abdul Rahman,,,967-61-1341-7,3
21,21.02 NAI,Naisbitt; John,High tech high touch: technology and our search for meaning/ by John Naisbitt with Nana Naisbitt and Douglas Philips.,Broadway Books: New York,,17,338,High technology-Social aspects,1999,,y,,Naisbitt; Nana |Philips; Douglas ,,0-7679-0541-5,3
1,01.36 EAR,,Earth heritage conservation strategy/ ed by Ibrahim Komoo; Mazlan Othman and Sarah Aziz.,Kemaman Printing Press Sdn Bhd: Batu Caves,ILLUSTRATION,26,85,Geology-Conservation and restoration|Nature conservation,,,y,Ibrahim Komoo|Mazlan Othman|Sarah Aziz,,,983-9444-52-2,1
62,62.02 TIU,,TiungSAT-1: from inception to inauguration/ ed by Mazlan Othman and Ahmad Sabirin Arshad.,ASTB: Shah Alam,ILLUSTRATION,25,242,Astronautics-Technology transfer-Malaysia|Astronautics and state-Malaysia|Technology and state-Malaysia,2001,,y,Mazlan Othman|Ahmad Sabirin Arshad,,26 September 2000 was an unforgettable day for a group of scientists and engineers. It was a historic day for the nation.,983-867-193-2,1
1,01.37 BIO,,Bioethics: ancient themes in contemporary issues/ ed by Mark G. Kuczewski and Ronald Polansky.,A Bradford Book: Cambridge,,24,304,Medical ethics|Philosophy; Ancient|Medicine; Greek and Roman,2000,,y,Kuczewski; Mark G. |Polansky; Ronald ,,In recent years; bioethicists have worked on government commissions; on ethics committees in hospitals and nursing homes; and as bedside consultants. Because ethical knowledge is based on experience within the field rather than on universal theoretical propositions; it is open to criticism for its lack of theoretical foundation.,0-262-11254-X,1
55,55.05 WIL,Wilkinson; Rick,Rocks to riches: the story of Australia's national geological survey/ by Rick Wilkinson,Allen & Unwin: NSW,ILLUSTRATION,23,446,Australia Geological Survey Organisation-History|Geological surveys-Australia-History|Geology-Research-Australia-History,1996,,y,,,Rocks to riches is the story of Australia's national geological survey; which started life as the Bureau of Mineral resources; Geology and Geophysics; and is now known as the Australian Geological Survey Organisatio (AGSO).,1-86448-009-2,1
1,01.37 PAU,Paulino; Joel,The headache sourcebook: the complete guide to managing tension; migraine cluster; and other recurrent headaches in adults; adolescents; and children/ by Joel Paulino and Ceabert J. Griffith.,Centemporary Book: Chicago,,23,287,Headache-Popular works,2001,,y,,Griffith; Ceabert J. ,,0-7373-0545-2,1
266,266.04 KUH,Kuhn; Robert Lawrence,Closer truth: challenging current belief/ by Robert Lawrence Kuhn.,McGrawHill: New York,,25,401,Science-Social aspects|Science and civilisation|Closer to truth (Television program),2000,,y,,,,0-07-135996-6,1
266,266.05 SEN,Sen; Amartya,Development as freedom/ by Amartya Sen.,Alfred A. Knopf: New York,,24,366,Economic development|liberty,1995,,y,,,Development as Freedom is a general exposition of the economic ideas and analyses of Amartya Sen; winner of the 1998 Nobel Prize in Economic Science.,0-375-40619-0,1
1,01.38 CHO,Choo; Myung-Gun,The new asia in global perspective/ by Myung-Gun Choo.,MacMillan Press Ltd: London,ILLUSTRATION,22,215,Asia-Economic condition|Asia-Economic integration|Asia-Economic policy,2000,,y,,,The remarkable economic growth of asia has been the defining feature of the second half of the twentieth century. This book offers a comprehensive overview of the scientific; technological and economic factors that enabled Asia to make such a strong comeback after centuries of oppression.,0-333-73406-8,1
266,266.06 PAR,Parker; Barry,Einstein: the passions of a scientist/ by Barry Parker.,Prometheus Books: New York,ILLUSTRATION,24,297,Einstein; Albert; 1879-1955|Physicists-Biography|Relativity (Physics),2003,,y,,,,1-59102-063-8,2
266,266.07 SCI,,Science and religion: are they compatible?/ ed by Paul Kurtz with the assistance of Barry Karr and Ranjit Sandhu.,Prometheus Books: New York,,23,366,Religion and science,2003,,y,Kurtz; Paul ,,In recent years a noticeable trend toward harmonizing the distinct world-views of science and religion has become increasingly popular. Despite marked public interest; many leading scientists remain skeptical that there is much common ground between scientific knowledge and religious belief. Indeed; they are often antagonists. Can an accommodation be reached after centuries of conflict?,1-59102-064-6,1
1,01.39 DOM,Domaradskij; Igor V.,Biowarrior: inside the Soviet/Russian biological war machine/ by Igor V. Domaradskij and Wendy Orent.,Prometheus Books: New York,,24,341,Biological warfare-Soviet Union,2003,,y,,Domaradskij; Igor V.|Orent; |Wendy,,1-59102-093-X,1
266,266.08 SCI,,Science literacy for the twenty-first century/ contributors include Stephen Jay Gould … et al.; ed by Stephanie Pace Marshall; Judith A. Scheppler & Michael J. Palmisano; epilogue by Leon Lederman.,Prometheus Books: New York,,24,321,Science-Study and teaching-United States,2002,,y,Marshall; Stephanie Pace |Scheppler; Judith A.|Palmisano; Michael J. ,,Nobel Laureate Leon Lederman is an inspiring champion for the advancement of science literacy and the catalyst for this unusual collection of forward-looking essays…thought-provoking…,1-59102-020-4,1
1,01.40 DEV,,Development in Sarawak: an aerial perspective=pembangunan di Sarawak: pandangan dari udara,State Government of Sarawak: Kuching,ILLUSTRATION,25,208,Economic development|Sarawak-Economic conditions,,,y,,,,983-40532-0-7,2
23,CP 23.05 NUT,,Nutrition; lipids; health; and disease: proceeding of the .../ ed by Augustine S.H. Ong; Etsuo Niki and Lester Packer,AOCS Press: Illinois,ILLUSTRATION,23,374,Lipids in human nutrition-Congresses|lipids-metabolism-Congresses|Lipids-Peroxidation-Congresses,1995,,y,Augustine S.H. Ong|Etsuo Niki|Lester Packer,,This book covers a topic of fundamental importance in basic biological research; as well as in biomedical; health and disease research. Lipids play a key role in all areas of cellular and organismal function; such as energy storage; structure; cell signalling; and oxidation-reduction reactions. The unique contributions of individual lipids and their distribution in food provide an ever-expanding field of research.,0-935315-64-0,1
1,01.41 KAP,Kaplan; Robert S.,Translating strategy into action: the balanced scorecard/ by Robert S. Kaplan and David P. Norton.,Harvard Business School Press: Boston,,24,322,Industrial productivity-Measurement|Strategic planning|Organizational effectiveness-Evaluation,1996,,y,,Kaplan; Robert S.|Norton; David P. ,Here is the book by the recognized architects of the Balanced agers can use this revolutionary tool to mobilize their people to fulfill the company's mission. More than just a measurement system; the balanced scorecard is a management system that can channel the energies; abilities; and specific knowledge held by people through-out the organization toward achieving long-term strategic goals.,0-87584-651-3,1
24,24.02 GLO,,The global carbon cycle: integrating humans; climate and the natural world/ ed by Christopher B. Field and Michael R. Raupach.,Island Press: Washington,ILLUSTRATION,23,526,Atmospheric carbon dioxide|Carbon cycle (Biogeochemistry)|Greenhouse gas mitigation,2004,,y,Field; Christopher B. |Raupach; Michael R. ,,While a number of gases are implicated in global warming; carbon dioxide is the most important contributor; and in one sense the entire phenomena can be seen as a human-induced perturbation of the carbon cycle. The Global Carbon Cycle offers an introductory overview of the carbon cycle; with multidisciplinary contributions covering biological; physical; and social science aspects.,1-55963-527-4,1
55,55.06 BEC,Beck; John,DoCoMo: Japan's wirless tsunami: how one mobile telecom created a new market and became a global force/ by John Beck and Mitchell Wade.,Amacom: New York,,23,240,DoCoMo-History|Cellular telephone services|Industry-Japan-History,2003,,y,,Wade; Mitchell E. ,How has Japan's NTT DoCoMo amassed a customer base as big as AOL's-five times as fast? How did it become the second-largest mobile phone service in the world-in two years?.,0-8144-0753-6,1
900,900.01 SIV,Sivalingam; G,Malaysia's agricultural transformation/ by G. Sivalingam.,Pelanduk: Subang Jaya,,21,218,Agriculture and state-Malaysia|Agricultural innovations-Malaysia|Agriculture-Malaysia,1993,,y,,,Malaysia's Agricultural Transformation focuses on the evolution of the agricultural sector in Peninsular Malaysia from 1957 to the present and on what can be done to alleviate poverty among padi farmers; rubber smallholders and fisherman.,967-978-4851-1,1
1,01.42 PEN,,Penang into the 21st century: outlook and strategies of Malaysia's growth centre towards vision 2020,Pelanduk: Subang Jaya,,22,201,Pulau Pinang-Industries-Forecasting-Congresses|Industrial development projects-Pulau Pinang-Forecasting-Congresses|Industrial promotion-Pulau Pinang,19961995,,y,,,Penang has opened up a wealth of opportunities to attract even more investments to its shores. The fact that Malaysia is today the world's largest exporter of electronic chips is due in no small measure to the pre-eminence of the electronic industry in Penang. Not only has the island emerged a leading regional centre for electronics manufacturing; its beguiling beauty and natural charms continue to make it a pre-eminent tourist destination.,967-978-533-5,1
900,900.02 MAL,,Malaysian palm oil: nature's gift to Malaysia; Malaysia's gift to the world,MPOPC: Kuala Lumpur,ILLUSTRATION,30,174,Palm Oil-Malaysia|Palm oil industry-Malaysia,1995,,y,,,,983-9191-00-4,1
1,01.43 AHM,Ahmad Mustaffa Haji Babjee; Tan Sri Dato',Glimpses of the world/ by Ahmad Mustaffa Babjee.,Design Dimension Sdn Bhd: Petaling Jaya,ILLUSTRATION,29,168,Ahmad Mustaffa Haji Babjee; Tan Sri Dato'-Journeys|Voyages and travels-1981|Voyages around the world-1981,1993,,y,,,,983-872-003-8,1
1,01.44 HAR,Harrison; Ian,The book of inventions/ by Ian Harrison.,National Geographic: Washington; D.C.,ILLUSTRATION,28,288,Inventions-History|Inventors-Biography,2004,,y,,,,0-7922-8296-5,1
1,CP 01.45 INT,International Conference on the Straits of malacca (2001 : Penang),Tropical strategies for the millennium: proceedings of the second international conference on the straight of Malacca; 15-18 October 2001 Penang; Malaysia/ ed by F.M. Yusoff… et al.,MASDEC: UPM Serdang,ILLUSTRATION,27,856,Environmental management-Malacca; Straits of-Congresses|Marine pollution-Malacca; Straight of-Congresses|Marine ecology-Malacca; Straits of -Congresses,2001,,y,,,,983-2373-42-5,1
1,01.46 HAS,S. Hashim Ahmad,Sentuhan emas Dr. Mahathir/ by S. Hashim Ahmad.,Juz'art: Ampang,ILLUSTRATION,21,63,Mahathir bin Mohamad; Dato' Seri; 1925-Appreciation|Prime Ministers-Malaysia|Malaysia-Politics and government,1997,,y,,,,983-99269-0-X,1
1,01.47 KRI,Krimsky; Sheldon,Biotechnics and society: the rise of industrial genetics/ by Sheldon Krimsky.,Praeger: New York,,23,263,Genetic engineering-Industrial applications-Social aspects|Biotechnology-Social aspects,1991,,y,,,Krimsky provides contemporary readers a broad overview of the first ten years of the industrial revolution in applied molecular genetics. He discusses the birth and expectations of the biotechnology industry; the response to products of genetic engineering; perspectives on risk assessment from different sectors of the scientific community; and public initiatives to regulate new products.,0-275-93860-3,1
1,01.48 HOR,Horibe; Frances,Creating the innovation culture: leveraging visionaries dissenters and other useful troublemakers in your organization/ by Frances Horibe.,John Wiley & Sons: Toronto,,24,258,Personel management|Employee motivation|Corporate culture,2001,,y,,,Leaders the world over would have no trouble agreeing that innovation is the single most important creterion for business success in the future. Organizations need to innovate to survive; and they know it. So why do most companies have such a dismal track record of trying to harness creativity?.,0-471-64628-8,1
1,01.49 SYE,Sted Ali Tawfik Al-Attas,Abdullah Ahmad Badawi: revivalist of an intellectual tradition/ Syed Ali Tawfik Al-Attas and Ng Tieh Chuan.,Pelanduk: Subang Jaya,,23,160,Abdullah Haji Ahmad Badawi; Dato' Seri; 1939-Contributions in Islam| Islam and state-Malaysia|Malaysia-Politics and government,2005,,y,,,"Abdullah Ahmad Badawi: Revivalist of an Intellectual Tradition not only attempts to trace the ancestral roots of Malaysia's fifth Prime Minister; it aims to elucidate the more esoteric ideas couched in the latter's now famous poetic composition; ""In search of everlasting peace"". ",967-978-911-X,1
1,01.50 ISM,Ismail Noor,Pak Lah: a sense of accountability: an insight into effective stewardship/  by Ismail Noor ed by Elina Noor.,Utusan Pub. & Dis. Sdn Bhd.:Kuala Lumpur,ILLUSTRATION,23,168,Abdullah Haji Ahmad Badawi; Dato' Seri|Politicians-Malaysia-Biography|Ministers-Malaysia-Biography,2003,,y,,,Stewardship is the ability to manage and administer the nation's people; institutions; assets; finances and other tangible and intangible resources towards their effective utilisation for the benefit of the country.,967-61-1492-8,1
277,277.01 MAS,Mashhor Mansor,Merintis jalan ke Antartika/ by Mashhor Mansor.,Penerbit USM: Pulau Pinang,ILLUSTRATION,22,103,mashhor Mansor-Discovery and exploration|Antarctica-Discovery and exploration-Malaysia|Scientific expeditions-Antartica,2004,,y,,,Antartika-benua yang yang terpencil; paling tandus; paling sejuk dan tidak berpenghuni. Ia merupakan kunci kepada kefahaman kita tentang bagaimana dunia ini berfungsi. Bagi pengembara terdahulu; Antartika umpama medan perjuangan hidup. Bagi para saintis; ia kekal sebagai tempat mencabar minda dan intelektual; manakala bagi pelancong; Antartika merupakan sebuah benua yang menyimpan seribu satu rahsia keindahan alam.,983-861-284-7,1
55,55.07 WAR,,Warisan geologi Langkawi= geological heritage of Langkawi/ penyunting oleh Ibrahim Komoo dan Che Aziz Ali.,LESTARI:Bangi,ILLUSTRATION,26,458,geology-Pulau Langkawi|Conservation of natural resources-Pulau Langkawi|Ecotourism-Pulau Langkawi,2003,,y,Ibrahim Komoo|Che Aziz Ali,,Sumber geokepelbagaian dan lanskap mempunyai nilai saintifik dan estetik yang tinggi. Idea baru yang melihat daripada perspektif nilai budaya; bukan sebagai bahan eksploitasi; membolehkan sumber ini dibangunkan untuk meningkatkan ketamadunan masyarakat.,983-9444-50-6,1
55,55.08 CUL,,Culture and science of mountains/ by Hood Salleh… et al.,LESTARI:Bangi,ILLUSTRATION,25,298,Ash erupting from Mt. Bromo; Java Island; Indonesia|Lun Bawang Village; Ba' Kelalan; Highland Borneo|Children of Kundasang; Sabah; Malaysia,2003,,y,Hood Salleh|Mazlan Othman|Ibrahim Komoo|Sarah Aziz,,2002 was declared The International Year of Mountains (IYM) by the United Nations in recognition of the vital role of mountain ecosystem.,983-9444-55-7,1
65,65.01 HAN,,Handbook of human resource management in government/ ed by Stephen E. Condrey,Jossey-Bass Pub.: San Francisco,,24,705,Civil service_United States-Personnel management-Handbooks; manuals; etc.|Civil service-United States-Salaries; etc.-Handbooks; manuals; etc,1998,,y,Condrey; Stephen E. ,,,0-7879-4099-2,1
1,01.51 MOH,Mohd Najib Tun Razak,Asia-Pacific's strategic outlook: the shifting of paradigms/ by Mohd Najib Tun Razak.,Pelanduk: Subang Jaya,,23,107,Political stability-Asia|Political stability-Pacific Area|Malaysia-Military policy,1995,,y,,,Asia-Pacific's strategic Outlook: the shifting of paradigms highlights various strategic aspects of the Asia-Pacific region. The superpower paradigm of the cold war is no longer relevant and must be replaced with a more representative regional dialogue to ensure political stability and economic prosperity.,967-978-511-4,1
37,37.01 GIA,Giamatti; A. Bartlett,A free and ordered space: the real world of the university/ by A. Bartlett Giamatti.,W.W. Norton & Company: New York,,21,306,Education; Higher-United State-Aims and objectives|Educational; Humanistic-United State|Academic freedom-United State,1990,,y,,,,0-393-30671-2,
1,01.52 MUH,Muhammad Abdus Salam,Renaissance of sciences in Islamic countries/ by Muhammad Abdus Salam; ed by H.R. Dalafi & M.H.A. Hassan.,World Scientific: Singapore,,22,351,Science-Islamic countries,1994,,y,H.R. Dalafi|M.H.A. Hassan,,,9971-50-713-7,1
1,01.53 INV,,Investing in innovation: creating a research and innovation policy that works/ ed by Lewis M. Branscomb and James H. Keller.,MIT Press: Cambridge,,23,516,Technological innovations-Economic aspects-United States|Technology and state-United States|United States-Economic policy,1999,,y,Branscomb; Lewis M.|Keller; James H. ,,,0-262-52267-5,1
26,26.05 WER,Werth; Barry,The billion-dollar molecule: one company's quest for the perfect drug/ by Barry Werth.,A Touchstone Book: New York,,22,455,Pharmaceutical biotechnology|Vertex Pharmaceuticals Incorporated|Pharmaceutical industry-United States,1994,,y,,,,0-671-51057-6,1
21,21.03 TEM,Temporal; Paul,Hi-tech hi-touch branding: creating brand power in the age of technology/ by Paul Temporal and K.C. Lee.,John Wiley & Sons (Asia) Pte Ltd: Singapore,,23,219,Brand name products-Marketing|Electronic commerce,2000,,y,,Lee; K.C,Hi-tech Hi-touch branding whatever business you're in; branding is of paramount importance. The increasing application of technology in all aspects of business has made the world of branding more complex than ever before.,0-471-84596-5,1
23,23.06 SCI,,A scientific journey through Borneo: bario the kelabit highlands of Sarawak/ ed by Ghazally Ismail and Laily bin Din.,Pelanduk: Subang Jaya,,22,359,Bario (Sarawak)-Discovery and exploration|Kelabit (Bornean people)-Sarawak-Bario-Social life and customs|Biology-Research-Sarawak-Bario,1998,,y,Ghazally Ismail|Laily bin Din,,This book is a collection of scientific discoveries in the Bario highlands of Sarawak; an area that is virtually a treasure box of biological riches.These timely papers are written by esteemed scientists and researchers from various Malaysian and foreign universities. Their findings help us to understand our surroundings and to preserve these forests.,967-978-622-6,1
1,01.54 ISR,,Edison: a life of invention/ by Paul Israel.,John Wiley & Sons; Inc.: New York,,24,552,Edison; Thomas A 1847-1931|Inventors-United States-Biography,1998,,y,,,The conventional story of Thomas Edison reads more like myth than history. With only three months of formal education; a hardworking young man overcomes the odds and becomes one of the greatest inventors in history.,0-471-36270-0,1
1,01.55 AUS,,Australia for the record,Core & Osment: NSW,ILLUSTRATION,34,239,Australia-Civilization|Australia-History,1994,2,y,,,Australian achievement is remarkable in its diversity and in the way challenge has been turned into opportunity and developed into world leadership.,1-875531-74-2,1
1,01.56 DUN,Dunning; John,IRM directory of statistics of international investment and production/ by John Dunning and John Cantwell.,Macmillan: Basingstoke,,30,820,Investment; Foreign-Statistics,1987,,y,,Cantwell; John,,0-333-40435-1,1
23,23.07 POS,Postlethwait; John H,The nature of life/ by John H. Postlethwait and Janet L. Hopson.,McGraw-Hill; Inc.: New York,ILLUSTRATION,27,933,Biology|Life (Biology),1995,3,y,,Hopson; Janet L.,,0-07-113600-2,1
1,01.57 SCI,,Science in the twentieth century/ ed by John Krige and Dominique Pestre.,Harwood Academic Pub.: Australia,ILLUSTRATION,25,941,Science-History-20th century,1997,,y,Krige; John|Pestre; Dominique,,The history of science in the twentieth century is one of the most exciting fields currently being developed. This substantial and authoritative valume; demonstrates both incisive and well researched writing and the formidable accomplishments of science itself.,90-5702-172-2,1
1,01.58 MAR,Marieb; Elaine,Human anatomy and physiology/ by Elaine Marieb.,Addison Wesley Longman; Inc.: California,ILLUSTRATION,28,1192,Human physiology|Human anatomy,1997,4,y,,,One of the most successful and popular science textbooks of all time.,0-8053-4196-X,1
681,681.04 KHU,Khurana; Gunnit S.,Web database: construction kit/ by Gunnit S. Khurana and Balbir S. Khurana.,The Waite Group; Inc.: California,ILLUSTRATION,23,662,Database design|microsoft Access|Microsoft Visual Basic,1996,,y,,Khurana; Balbir S.,Looking for the quick and easy way to create an organized database and interface for the Web? Need superior know-how so you can support HTML forms; manage database with Microsoft Access; and implement the Windows CGI standard through Visual Basic? If so; look no further than Web Database Construction Kit.,1-57169-032-8,1
37,37.02 LIN,,Linking school and work: roles for standards and assessment/ ed by Lauren B. Resnick and John G. Writ.,Jossey-Bass Pub: San Francisco,,23,465,School-to-work transition-United State-Evaluation|Education-United State-Standards,1996,,y,Resnick; Lauren B.|Wirt; John G.,,,0-7879-0165-2,1
24,24.03 IMP,,Improving urban environment in South East Asia: managing industrialisation through satellite communities/ ed by Azman Awang; Mahbob Salim and John F. Halldane.,UTM: Skudai,ILLUSTRATION,24,340,Urban ecology-Asia; Southeastern|Industrialization-Asia; Southeastern|New towns-asia; Southeastern,1997,,y,Azman Awang|Mahbob Salim|Halldane; John F.,,,983-99980-3-X,1
24,CP24.04 OZO,,Ozone depletion: implications for the tropics/ ed by Mohammad Ilyas.,USM: Penang,ILLUSTRATION,24,374,Ozone layer depletion-Tropics|Atmospheric ozone-Reduction|Greenhouse effect. Atmospheric-Tropics,1991,,y,Mohammad Ilyas,,,983-861-062-3,1
681,681.05 MOH,Mohamad Osman,Women online: a guide to understanding and using the internet/ by Mohamad Osman; Mamot Said and Farida Habib Shah.,NCWO: Kuala Lumpur,ILLUSTRATION,30,76,Women-Effect of automation on|Internet literacy-sex differences|Computers ad women,2001,,y,,Mamot Said|Farida Habib Shah,,983-40583-1-4,1
1,01.59 ECO,,Ecosystems and human well-being: synthesis/ core writing team Walter V. Reid … et al.,World Resources Institute: Washington D.C.,ILLUSTRATION,28,137,Human ecology|Ecosystem management,2005,,y,Reid; Walter V,,,1-59726-040-1,1
1,01.60 UNI,Universiti Kebangsaan Malaysia. Institut Alam Sekitar dan Pembangunan,Menongkah kelestarian. Sedekad LESTARI: buku penerbitan khas sambutan 10 tahun penubuhan LESTARI (1994-2004) = traversing sustainability: a decade of LESTARI; a commemorative publication celebrating the 10th anniversary of LESTARI (1994-2004).,LESTARI:Bangi,ILLUSTRATION,25,47,Universiti Kebangsaan Malaysia. Institut Alam Sekitar dan Pembangunan|Environmental policy-Malaysia|Environmental monitoring-Malaysia,2004,,y,,,,983-9444-60-3,1
681,681.06 FAR,Farida Habib Shah,Networking women: empowerment through ICT = jaringan wanita : pengupayaan melalui ICT/ by Farida Habib Shah; Nik Safiah Karim dan Peter Anderson.,NCWO: Kuala Lumpur,ILLUSTRATION,27,128,Women-Effect of automation on|Information technology|Communication and technology,2001,,y,,Nik Safiah Karim|Anderson; Peter,,983-40583-2-2,1
1,01.61 KEL,Kelly; Francis J.,The breakaway brand: how great brands stand out/ by Francis J. Kelly and Barry Silverstein.,McGraw-Hill; Inc.: New York,ILLUSTRATION,24,288,Brand name products-Marketing,2005,,y,,Silverstein; Barry,,0-07-226237-0,1
1,01.62 ALC,Alcorn; Paul A.,Practical ethics for a technological world/ by Paul A. Alcorn.,Prectice Hall: New Jersey,,23,239,Ethics_Technology-Moral and ethical aspects|Applied ethics,2001,,y,,,As the title suggests; this text is intended to be practical discussion and thought provoking guide to dealing ethically and understanding clearly all of the ethical challenges arising from a contemporary and technological society. It contains valuable information that can be applied to everyday life; enhancing and simplifying the decision making process that everyone must go through in dealing with ethical issues that are encountered by each of us daily.,0-13-660192-8,1
1,01.63 WAS,Wason; Sara D.,Webster's new world: grant writing handbook/ by Sara D. Wason.,Wiley: New Jersey,,23,326,Fund raising|Research grants|Proposal writing in research,2004,,y,,,,0-7645-5912-5,1
21,21.04 NAN,,Nanoscale science and technology/ ed by Robert W. Kelsall; Ian W. Hamley and Mark Geoghegan.,John Wiley & Sons; Ltd.: Chichester,ILLUSTRATION,25,456,Nanotechnology|Nanoscience|Nanostructured materials-Magnetic properties,2005,,y,Kelsall; Robert W|Hamley; Ian W|Geoghegan; Mark,,This book covers the whole spectrum of nanotechnology; from electronic and magnetic nanostructures to malecular self-assembly and bio-nanotechnology. Written by a team experts; this book offers specialist analyses of each particular topic; all seamlessly integrated into a fully cross-referenced volume.,0-470-85086-8,2
681,681.07 CRO,Crowder; David A.,Creating Web sites bible/ by David A. Crowder and Andrew Bailey.,Wiley: New Jersey,ILLUSTRATION,24,930,Web site development|Web sites-Design,2004,2,y,,Bailey; Andrew,,0-7645-7498-1,1
24,24.05 BER,Bergeron; Bryan,Biotech industry: a global; economic; and financing overview/ by bryan Bergeron and paul Chan.,Wiley: New Jersey,ILLUSTRATION,24,362,biotechnology industries,2004,,y,,Chan; Paul,The biotechnology revolution is profoundly transforming medicine; agriculture; material science; the military; and even our identities. This global business phenomenon spans from front line users of the technology to thousands of local and multinational companies that provide everything from the high-tech reagents and raw biological materials to the stainless stell fermentation tanks and other equipment required to synthesize and transport biologicals.,0-471-46561-5,1
1,01.64 FLO,Florida; Richard,The flight of the creative class/ by Richard Florida.,HarpesCollins Pub.: New York,ILLUSTRATION,24,326,intellectual capital-United State|Creative ability-Economic aspects-United States|Technological innovations-Economic aspects-United State,2004,,y,,,,0-06-075690-X,1
24,24.06 FUM,Fumento; Michael,BioEvolution: how biotechnology is changing our world/ by Michael Fumento.,Encounter Books: San Francisco,,23,510,Biotechnology-Popular works,2003,,y,,,Fumento; in his most ambitious work yet; mounts a solidly scientific defence of wide-ranging applications of genetic engineering… In a consumer-friendly; entertaining style; the author introduces us to our future; one that will utilize more and more complex applications of biotechnology.,1-59403-057-X,1
24,24.07 OLI,Oliver; Richard W.,The biotech age: the business of biotech and how to profit from it/ by Richard W. Oliver.,McGraw-Hill; Inc.: New York,ILLUSTRATION,23,253,Biotechnology industries,2003,,y,,,The Biotech Age offers anyone in business access to the latest developments in this fast-moving; volatile industry. The Biotech Age is one of the first practical guides to the business of biotechnology; reflecting the rapid change experienced in various industries and the increasing effect that biotech is having on our lives.,0-07-141489-4,1
1,IN 01.65 MAZ,Mazlan Othman,Habitat infinity (the cosmic habitable zone): a human perspective of habitat at the scale of infinity/ by Mazlan Othman.,LESTARI:Bangi,ILLUSTRATION,23,51,Earth|Galxies|Cosmology,,,y,,,The importance of the habitat to the survival of a biological community is well known. We also recognize that the health and integrity of such a habitat are greatly influenced by other factors operating at regional and global scales.,967-942-598-3,1
